관광지명,관광지구분,소재지도로명주소,위도,경도,관리기관전화번호,관리기관명,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,주차가능수,category
예림서원,관광지,경상남도 밀양시 부북면 예림서원로128,35.46605971,128.7299691,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
밀양향교,관광지,경상남도 밀양시 밀양향교3길 19 (교동),35.50660573,128.7545381,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
밀양관아,관광지,경상남도 밀양시 중앙로348,35.49429512,128.754331,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
밀양영남루,관광지,경상남도 밀양시 중앙로324,35.49154522,128.755608,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
만어사,관광지,경상남도 밀양시 삼랑진읍 만어로776,35.454932,128.846222,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
표충사,관광지,경상남도 밀양시 단장면 표충로1338,35.532294,128.959045,055-359-5639,경상남도 밀양시청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,200,기타
내원사계곡(내원사),관광지,경상남도 양산시 하북면 내원로 207,35.44578536,129.1104508,055-374-6466,내원사,주차장+화장실+관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,300,자연
대운산자연휴양림,관광지,경상남도 양산시 탑골길 270,35.41784975,129.2088996,055-379-8670,양산시시설관리공단,주차장+화장실+관리사무소,정보없음,정보없음,정보없음,정보없음,정보없음,192,자연
법기수원지,관광지,경상남도 양산시 동면 법기로 198-13,35.34825271,129.1079758,055-392-5379,부산명장정수사업소,화장실+관리사무소,정보없음,정보없음,정보없음,정보없음,정보없음,110,기타
양산시립박물관,관광지,경상남도 양산시 북정로 78,35.35849531,129.0490358,055-392-3314,경상남도 양산시청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,82,문화
양산타워,관광지,경상남도 양산시 동면 강변로 264,35.32591877,129.0239276,055-367-9026,경상남도 양산시청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,70,자연
에덴밸리,관광지,경상남도 양산시 원동면 어실로 1206,35.42905699,128.9844664,055-379-8000,㈜에덴밸리리조트,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1400,기타
임경대,관광지,경상남도 양산시 원동면 원동로 285,35.32243455,128.9778074,055-392-3562,경상남도 양산시청,주차장+화장실+해설사의 집,정보없음,정보없음,정보없음,정보없음,정보없음,30,기타
통도사,관광지,경상남도 양산시 하북면 통도사로 108,35.47540912,129.0563672,055-382-7182,통도사,주차장+화장실+관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,1500,기타
최참판댁,관광지,경상남도 하동군 악양면 평사리길 66-7,35.15590905,127.688408,055-880-2821,경상남도 하동군청,화장실(4동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,230,기타
화개장터,관광지,경상남도 하동군 화개면 쌍계로 15,35.18798946,127.6240666,055-880-2821,경상남도 하동군청,화장실(2동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,300,기타
삼성궁,관광지,경상남도 하동군 청암면 삼성궁길 2,35.23870093,127.7054288,055-884-1279,배달성전 삼성궁,화장실(2동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
이병주문학관,관광지,경상남도 하동군 북천면 이명골길 14-28,35.09720238,127.8942256,055-880-2821,경상남도 하동군청,화장실(2동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,40,문화
전쟁기념관,관광지,서울특별시 용산구 이태원로 29,37.53731405,126.9784661,02-709-3114,전쟁기념사업회,화장실+주차장+물품보관함+수유실,정보없음,정보없음,정보없음,정보없음,정보없음,150,문화
보강천 미루나무숲,관광지,,36.78834006,127.5810146,043-835-3482,충청북도 증평군청 축산산림과,관리사무소+화장실+주차장,정보없음,어린이 놀이체험기구+휴식쉼터,보강천생태공원+보강천 김득신도서관,정보없음,정보없음,50,자연
증평인삼문화센터,관광지,충청북도 증평군 증평읍 중부로 2451,36.79588146,127.5817602,043-835-3732,충청북도 증평군청 농업유통과,화장실+주차장,정보없음,정보없음,정보없음,충북인삼유통센터+상설판매장,정보없음,118,기타
기후변화체험관,관광지,인천광역시 부평구 장제로 267,37.50932668,126.7307645,032-509-3900,인천광역시 부평구청,수유실,정보없음,정보없음,생태교육체험,정보없음,정보없음,4,체험
부평역사박물관,관광지,인천광역시 부평구 굴포로 151,37.51214216,126.7379081,032-515-6471,인천광역시 부평구청,화장실,정보없음,정보없음,전시,카페,정보없음,31,문화
부평안전체험관,관광지,인천광역시 부평구 굴포로 110,37.51098789,126.7333177,032-509-3940,인천광역시 부평구청,화장실,정보없음,정보없음,안전교육체험,카페,정보없음,65,체험
인천나비공원,관광지,인천광역시 부평구 평천로 26-47,37.52026697,126.6927245,032-509-8824,인천광역시 부평구청,수유실,정보없음,정보없음,전시,카페,정보없음,24,산책/휴식
불정자연휴양림,관광지,경상북도 문경시 불정길 180,36.62128207,128.1365074,054-552-9443,문경관광진흥공단,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
간월도관광지,관광지,,36.60625263,126.4177537,041-660-2373,충청남도 서산시청 관광과,화장실+주차장,정보없음,정보없음,간월암,정보없음,정보없음,139,기타
서산류방택천문기상과학관,관광지,충청남도 서산시 인지면 무학로 1353-4,36.72735767,126.4131464,041-669-8496,서산시 문화시설사업소+류방택천문기상과학관관리소,사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,25,자연
서산버드랜드,관광지,충청남도 서산시 부석면 천수만로 655-73,36.62951253,126.378389,041-661-8054,서산시 버드랜드사업소,화장실(5동)+주차장+안내소(4개소),정보없음,정보없음,정보없음,정보없음,정보없음,200,자연
용현자연휴양림,관광지,충청남도 서산시 운산면 마애삼존불길 339,36.7518805,126.6076383,041-664-1971,국립자연휴양림관리소,관리사무소+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,98,자연
해미읍성,관광지,충청남도 서산시 해미면 남문2로 143,36.71355717,126.5503842,041-660-3069,서산시 문화시설사업소+해미읍성관광안내소,사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,24000,기타
오월드,관광지,대전광역시 중구 사정공원로 70,36.28749807,127.3985061,042-580-4820,Y,Y,N,Y,Y,N,Y,1913,테마파크/놀이공원
뿌리공원,관광지,대전광역시 중구 뿌리공원로 79,36.28537962,127.3883,042-228-8310,Y,Y,N,Y,Y,N,Y,447,산책/휴식
엑스포과학공원,관광지,대전광역시 유성구 대덕대로 480,36.37662561,127.3871992,042-250-1111,Y,Y,N,Y,Y,N,Y,200,산책/휴식
한밭수목원,관광지,대전광역시 서구 둔산대로 169,36.36646857,127.3880154,042-270-8464,Y,Y,N,Y,Y,N,Y,465,플라워/가드닝
계족산황톳길,관광지,대전광역시 대덕구 장동로 59,36.40406651,127.4297932,042-623-9909,Y,Y,N,Y,Y,N,Y,25,자연
대청호반,관광지,대전광역시 대덕구 대청로 607,36.47362538,127.4735679,042-930-7240,Y,Y,N,Y,Y,N,Y,0,기타
장태산휴양림,관광지,대전광역시 서구 장안로 461,36.21596913,127.3412778,042-270-7883,Y,Y,N,Y,Y,N,Y,472,자연
소래포구,관광지,인천광역시 남동구 포구로 2-9(논현동),37.3988308,126.7403795,032-453-2140,인천광역시 남동구청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
소래습지생태공원,관광지,인천광역시 남동구 소래로 154번길 77(논현동),37.40736572,126.7463366,032-453-2140,인천광역시 남동구청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,100,자연
소래철교,관광지,인천광역시 남동구 포구로 2-9(논현동),37.3988308,126.7403795,032-453-2140,인천광역시 남동구청,전기시설,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
장도포대지,관광지,,37.39790186,126.7382687,032-453-2140,인천광역시 남동구청,전기시설,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
소래역사관,관광지,인천광역시 남동구 아암대로 1605(논현동),37.39816347,126.7375992,032-453-2140,인천광역시 남동구청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,철도/교통 체험
산청전통한방휴양관광지,관광지,경상남도 산청군 금서면 동의보감로555번길 45-6,35.441066,127.829361,055-970-6633,경상남도 산청군청,공중화장실(12개소)+주차장(3개소),가족호텔,정보없음,산림휴양시설+주제관+박물관+약초관+사슴사육장+곰사육장,관광식당,정보없음,400,전통
서울 해병대사령부 초대교회,관광지,,37.54303445,126.982882,1577-9090,국방부,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,10,기타
일제 경성호국신사 계단(108계단),관광지,서울특별시 용산구 신흥로22가길 33,37.546023,126.982542,02-2199-7240,서울특별시 용산구청 문화진흥과,승강기,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
찬바람재,관광지,서울특별시 용산구 녹사평대로 195,37.534815,126.987014,02-2199-7240,서울특별시 용산구청 문화진흥과,승강기,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
옛 남영동 대공분실(현 민주화운동기념관),관광지,서울특별시 용산구 한강대로71길 37,37.54101166,126.9716345,031-361-9576,민주화운동기념사업회,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,문화
옛 용산공설시장(현 남영아케이드),관광지,서울특별시 용산구 한강대로84길 7,37.543723,126.972924,02-2199-7240,서울특별시 용산구청 문화진흥과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,자연
좌구산휴양랜드,관광지,충청북도 증평군 증평읍 솟점말길 107,36.70556821,127.6511216,043-835-4551,충청북도 증평군청 휴양랜드사업소,관리사무소+화장실+주차장,좌구산 휴양림+율리휴양촌+오토캠핑장,좌구산줄타기+사계절썰매장+MTB코스+가상증강현실 종합전시체험장+숲속모험시설,명상구름다리+좌구산 숲명상의 집+삼기생태공원+별천지공원+별천지숲인성학교+워터스퀘어,정보없음,정보없음,230,자연
좌구산 천문대,관광지,충청북도 증평군 증평읍 솟점말길 187,36.70370345,127.6530963,043-835-4573,충청북도 증평군청 휴양랜드사업소,관리사무소+화장실+주차장+야외화장실,정보없음,천체관측+천체투영실+Spacelab전시실+VR체험관,정보없음,정보없음,정보없음,22,자연
증평민속체험박물관,관광지,충청북도 증평군 증평읍 둔덕길 89,36.7638886,127.5955694,043-835-4152,충청북도 증평군청 문화관광과,휴게실+수유실+야외정자+흔들벤치+장애인화장실,정보없음,어린이체험전시+전통놀이체험+민속품체험+한옥체험+공예체험+농경문화체험,두레관+문화체험관+향토자료관+한옥체험장+공예체험장+대장간체험장,정보없음,정보없음,50,문화
문경 오미자테마터널,관광지,경상북도 문경시 마성면 문경대로 1356-1,36.65989315,128.1286031,054-554-5212,㈜오미원,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,300,기타
"고모산성, 토끼비리",관광지,경상북도 문경시 마성면 고모산성길 60,36.66292256,128.1290151,054-550-6408,문경시청 문화예술과,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,80,자연
문경짚라인,관광지,경상북도 문경시 불정길 174,36.62285644,128.1367824,054-553-1788,짚라인문경,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,60,레저/스포츠
문경 종합온천,관광지,경상북도 문경시 문경읍 온천2길 24,36.72937376,128.1089547,054-571-2002,문경종합온천,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,1000,온천/스파
문경 활공랜드,관광지,경상북도 문경시 문경읍 활공장길 80,36.7362239,128.1538507,054-571-4675,㈜문경활공랜드,관리사무소+화장실(동)+주차장(개소),정보없음,정보없음,정보없음,정보없음,정보없음,30,테마파크/놀이공원
통도환타지아,관광지,경상남도 양산시 하북면 통도7길 68,35.4999924,129.0831299,055-379-7000,㈜동일리조트,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,2100,기타
홍룡폭포(홍룡사),관광지,경상남도 양산시 상북면 홍룡로 372,35.39699967,129.0864895,055-375-4177,홍룡사,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,150,자연
황산공원,관광지,경상남도 양산시 물금읍 황산공원5길 13,35.30173083,128.9895949,055-392-2823,경상남도 양산시청,주차장+화장실+해설사의 집,정보없음,정보없음,정보없음,정보없음,정보없음,1000,자연
대천해수욕장,관광지,충청남도 보령시 머드로 123,36.31554012,126.5108563,041-930-6810,충청남도 보령시청 해수욕장경영과,화장실+샤워장+급수대+관광안내소+주차장+야영장,정보없음,정보없음,정보없음,정보없음,정보없음,3209,계절별 명소
무창포해수욕장,관광지,충청남도 보령시 웅천읍 열린바다1길 10,36.24457737,126.5365426,041-930-6802,충청남도 보령시청 해수욕장경영과,화장실+샤워장+급수대+관광안내소+주차장+야영장,정보없음,정보없음,정보없음,정보없음,정보없음,647,계절별 명소
가우도,관광지,전라남도 강진군 대구면 중저길 31-27,34.53639111,126.7910468,061-430-3344,전라남도 강진군청,낚시공원1+휴게시설1+식당2+쉼터2,밀물펜션+한옥펜션+노을민박+바닷가펜션+가우도펜션,정보없음,낚시공원1,정보없음,정보없음,100,기타
영랑생가,관광지,전라남도 강진군 강진읍 영랑생가길 15,34.64209922,126.7655711,061-430-3185,전라남도 강진군청,관리사무소,정보없음,정보없음,정보없음,정보없음,정보없음,50,역사
다산초당,관광지,전라남도 강진군 도암면 다산초당길 68-35,34.5807211,126.7449445,061-430-3911,전라남도 강진군청,관리사무소,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
고려청자박물관,관광지,전라남도 강진군 대구면 청자촌길 33,34.50866203,126.8008374,061-430-3755,전라남도 강진군청,관리사무소+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,100,문화
백련사,관광지,전라남도 강진군 도암면 백련사길 145,34.58775658,126.747892,061-432-0837,전라남도 강진군청,관리사무소+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
진주성,관광지,경상남도 진주시 남강로 626(본성동),35.19043229,128.0802214,055-749-5171,경상남도 진주시청,진주성관리사업소+주차장+진주관광안내소+관광통역안내소+화장실,일반호텔,정보없음,사적지+박물관,정보없음,정보없음,37,기타
진양호,관광지,경상남도 진주시 남강로1번길 130(판문동),35.17660992,128.0362677,055-749-5933,경상남도 진주시청,주차장+관광안내도+화장실,일반호텔,소싸움경기장+동물원,댐+동물원+선착장,정보없음,정보없음,400,기타
경상남도 수목원,관광지,경상남도 진주시 이반성면 수목원로 386,35.15719862,128.2957346,055-254-3811,경상남도 산림환경연구원,주자창+안내소+화장실+사업소,정보없음,정보없음,식물원+동물원,정보없음,정보없음,304,플라워/가드닝
월아산 숲속의 진주,관광지,경상남도 진주시 진성면 달음산로 313,35.199915,128.1941257,055-760-3670,경상남도 진주시청,주자창+안내소+화장실+사무실,자연휴양림,산림레포츠단지,정원+숲,정보없음,정보없음,500,자연
진주 K-기업가정신센터,관광지,경상남도 진주시 지수면 지수로 482,35.23484495,128.2705103,055-749-7980,경상남도 진주시청,전시관+교육장+안내소+도서관+체험센터+사무실+화장실,승산에부자한옥+지수남명진취가,정보없음,전시관+카페,정보없음,정보없음,35,기타
물빛나루쉼터(김시민호),관광지,경상남도 진주시 망경로 195,35.18657405,128.0788814,055-761-3691,경상남도 진주시청,매표소+화장실,정보없음,정보없음,유람선,정보없음,정보없음,0,산책/휴식
일호광장진주역,관광지,경상남도 진주시 진주대로879번길 18(강남동),35.17816441,128.0893466,055-752-9877,경상남도 진주시청,상설전시실+기획전시실+사무실+화장실,정보없음,정보없음,전시관,정보없음,정보없음,47,기타
방동관광지,관광지,강원특별자치도 인제군 기린면 방동약수로 89-59,37.94387136,128.3962628,033-460-4312,강원특별자치도 인제군청,화장실+주차장,펜션+야영장,정보없음,조경휴게지+산림욕장,음식점,정보없음,250,기타
진주목공예전수관,관광지,경상남도 진주시 명석면 광제산로 367,35.24702277,128.0417914,055-746-3633,경상남도 진주시청,주차장+화장실,정보없음,정보없음,전시실+체험실,정보없음,정보없음,46,기타
진주시립이성자미술관,관광지,경상남도 진주시 에나로 128번길 14(충무공동),35.17580996,128.1427403,055-749-5898,경상남도 진주시청,"제1,2전시실+1층전시실+수유실+사무실+아트샵+교육실+화장실",정보없음,정보없음,전시관,정보없음,정보없음,9,문화
진주익룡발자국전시관,관광지,경상남도 진주시 영천강로68번길 22(충무공동),35.1686382,128.1396863,055-749-7401,경상남도 진주시청,전시실+보호각+교육영상관+사무실+휴게음식점+체험활동존+수유실+화장실,정보없음,정보없음,전시관,정보없음,정보없음,33,기타
진주청동기문화박물관,관광지,경상남도 진주시 대평면 호반로 1353,35.22437983,127.9619637,055-749-5172,경상남도 진주시청,주차장+화장실,정보없음,정보없음,바닥물놀이시설+카페,정보없음,정보없음,80,문화
진주남강유등전시관,관광지,경상남도 진주시 망경로 207,35.18180059,128.0772058,055-762-8583,경상남도 진주시청,상설전시실+기획전시실+사무실+체험활동존+수유실+화장실,정보없음,정보없음,전시관+카페,정보없음,정보없음,30,기타
벽계관광지,관광지,경상남도 의령군 궁류면 벽계로 201,35.42604967,128.2080942,055-570-2512,경상남도 의령군청,화장실+주차장+전기시설+통신시설+물놀이장+공연장,야영사이트(80면)+카라반(8동)+방갈로(9동),트램플린 3개소,힐링공원 1개소,정보없음,정보없음,90,기타
우수영관광지,관광지,전라남도 해남군 문내면 관광레저로 1,34.57257374,126.3101147,061-530-5541,전라남도 해남군청,전망대+화장실,유스호스텔,인조구장+명량해상케이블카+울돌목스카이워크,해전사기념전시관+명량대첩비,정보없음,주차장,500,기타
땅끝관광지,관광지,전라남도 해남군 송지면 땅끝마을길 100,34.29471348,126.5250233,061-530-5544,전라남도 해남군청,전망대+화장실,황토나라테마촌,땅끝모노레일+놀이터,오토캠핑장+땅끝해양자연사박물관+전망대,정보없음,주차장,800,기타
오색관광지,관광지,,38.077061,128.5128997,033-670-2724,강원특별자치도 양양군청,관리사무소+주차장+하수도시설+도로+취사장+공중화장실,가족호텔+콘도미니엄+모텔+산장+방가로+팬션,수영장+클럽하우스+골프연습장,야영장+조경휴게소,정보없음,정보없음,1000,기타
지경관광지,관광지,,37.927413,128.794861,033-670-2724,강원특별자치도 양양군청,주차장,호텔+생활형숙박시설,농촌체험장,수동골센타+캠핑장및 카라반,정보없음,정보없음,1500,기타
설해원(양양국제공항),관광단지,,38.055556,128.664198,033-670-2724,강원특별자치도 양양군청,주차장+경비실+직원숙소,관광호텔+휴양콘도미니엄+생활형숙박시설,골프장+체육관,박물관+힐링가든+미술관,정보없음,정보없음,2500,기타
오수의견관광지,관광지,전북특별자치도 임실군 오수면 충효로 2096-16,35.54520338,127.3326779,063-640-4671,전북특별자치도 임실군청,화장실(1동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,200,기타
사선대관광지,관광지,전북특별자치도 임실군 관촌면 사선2길 68-7,35.672357,127.2746265,063-640-2921,전북특별자치도 임실군청,관리사무소+화장실(4동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,251,기타
해운대해수욕장,관광지,부산광역시 해운대구 해운대해변로 264,35.15910698,129.1602838,051-749-4081,부산광역시 해운대구청,도로+광장+공중화장실 4동+주차장 1개소+관리사무소 1동+변전실 1동,정보없음,정보없음,해저  테마수족관,정보없음,정보없음,203,계절별 명소
달맞이동산지구,관광지,부산광역시 해운대구 달맞이길 190,35.15768146,129.1825429,051-749-4081,부산광역시 해운대구청,공중화장실 2동+관리사무소 1동+광장+도로+주차장,정보없음,정보없음,망월정 1동,정보없음,정보없음,76,자연
변산해수욕장,관광지,전북특별자치도 부안군 변산면 변산로 2086,35.67999179,126.5309105,063-580-4739,전북특별자치도 부안군,관리사무소+화장실+주차장,민박+펜션 등,정보없음,정보없음,정보없음,정보없음,688,자연
위도해수욕장,관광지,전북특별자치도 부안군 위도면 위도로 366,35.60583098,126.2853294,063-583-3804,전북특별자치도 부안군,관리사무소+화장실+주차장,민박+펜션 등,정보없음,정보없음,정보없음,정보없음,100,계절별 명소
모항해수욕장,관광지,전북특별자치도 부안군 변산면 모항길 23-1,35.5831428,126.5082098,063-580-4738,전북특별자치도 부안군,관리사무소+화장실+주차장,모항해나루가족호텔,정보없음,정보없음,정보없음,정보없음,300,계절별 명소
합천호회양관광단지,관광지,,35.524398,128.016537,055-930-3753,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
심우장,관광지,서울특별시 성북구 성북로29길 24,37.5936268,126.9916662,02-741-4693,서울특별시 성북구청 문화체육과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
길상사,관광지,서울특별시 성북구 선잠로5길 68(성북동),37.59910942,126.9946522,02-3672-5945,길상사,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
한국가구박물관,관광지,서울특별시 성북구 대사관로121,37.60037831,126.9934492,02-745-0181,한국가구박물관,화장실+라운지,정보없음,정보없음,정보없음,정보없음,정보없음,35,문화
창녕 남지 개비리,관광지,,35.3945598,128.4405466,055-530-1523,경상남도 창녕군청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,150,기타
산토끼노래동산,관광지,경상남도 창녕군 이방면 이방로 623,35.57772326,128.38358,055-530-1534,경상남도 창녕군청,안내소(매표소)+주차장+화장실,정보없음,롤링미끄럼틀+레일썰매장+어린이놀이터,작은동물원+토끼먹이체험장,정보없음,정보없음,195,자연
창녕 영산 만년교,관광지,,35.45282939,128.5283272,055-530-1471,경상남도 창녕군청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,20,자연
서울 한양도성(서울성곽),관광지,,37.551483,126.9853756,02-2133-2658,서울문화재청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,0,역사
후암동 조선은행 사택지,관광지,서울특별시 용산구 후암로16가길 7,37.547716,126.9786783,02-759-4114,한국은행,지하주차장,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
주남저수지,관광지,경상남도 창원시 의창구 동읍 주남로 101번길 26,35.30732964,128.6779306,055-225-2798,경상남도 창원시청,관리사무소+화장실+주차장+전망대+생태학습관+람사르문화관,정보없음,정보없음,정보없음,정보없음,정보없음,44,기타
마금산온천,관광지,경상남도 창원시 의창구 북면 천주로 1167,35.35464845,128.6094168,055-225-3641,경상남도 창원시청,화장실+주차장+족욕장+쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,910,자연
창원과학체험관,관광지,경상남도 창원시 성산구 충혼로 72번길 16,35.230268,128.6617774,055-267-2676,경상남도 창원시청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,99,체험
마산해양레포츠센터,관광지,경상남도 창원시 마산합포구 제2부두로 56,35.19529973,128.5738199,055-712-0454,창원시설관리공단,강의실+탈의실+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,자연
웅천도요지전시관,관광지,경상남도 창원시 진해구 두동도요로 198,35.12738997,128.8155983,055-225-6859,경상남도 창원시청,화장실+주차장+체험공방,정보없음,정보없음,정보없음,정보없음,정보없음,30,기타
장계관광지,관광지,충청북도 옥천군 안내면 장계1길 57,36.37753534,127.6350074,043-730-3732,충청북도 옥천군청,향토전시관(관리실)+화장실(3동)+주차장,없음,없음,문화 및 집회시설,없음,없음,250,기타
금정산,관광지,부산광역시 금정구 범어사로 250,35.28304264,129.0676208,051-519-4081,부산광역시 금정구 문화관광과,케이블카+범어사 주차장,정보없음,정보없음,정보없음,정보없음,정보없음,100,자연
범어사,관광지,부산광역시 금정구 범어사로 250,35.28304308,129.0676212,051-519-4081,부산광역시 금정구 문화관광과,화장실+주차장+명상공간+체육시설,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
곡성 섬진강 기차마을,관광지,전라남도 곡성군 오곡면 기차마을로 232,35.27753157,127.3082867,061-362-7461,전라남도 곡성군청 관광과,주차장+화장실+장애인 공용화장실+모유수유실,정보없음,정보없음,정보없음,정보없음,정보없음,210,전통
기차마을 장미공원,관광지,전라남도 곡성군 오곡면 기차마을로 232,35.27753157,127.3082867,061-360-8443,전라남도 곡성군청 관광과,주차장+화장실+장애인 공용화장실+모유수유실,정보없음,정보없음,정보없음,정보없음,정보없음,210,전통
섬진강 침실습지,관광지,전라남도 곡성군 고달면 고달길 192-6,35.27503038,127.3335915,061-360-8512,전라남도 곡성군청 환경축산과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,12,기타
곡성아트빌리지,관광지,전라남도 곡성군 오곡면 섬진강로 1455,35.23004949,127.3677915,061-362-5559,전라남도 곡성군청 관광과,주차장+ 무선 인터넷+ 화장실+장애인 편의시설,정보없음,정보없음,정보없음,정보없음,정보없음,210,기타
합천박물관,관광지,경상남도 합천군 쌍책면 황강옥전로 1558,35.58042271,128.2829423,055-930-4883,경상남도 합천군청,관광안내소+주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,77,문화
황매산군립공원,관광지,경상남도 합천군 가회면 황매산공원길 4,35.48184913,128.0037495,055-930-4754,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,1200,자연
영상테마파크&청와대세트장,관광지,경상남도 합천군 용주면 합천호수로 757,35.54877253,128.0728984,055-930-8623,경상남도 합천군청,관광안내소+주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,500,테마파크/놀이공원
황계폭포,관광지,경상남도 합천군 용주면 황계2길 30,35.51135706,128.071173,055-930-4663,경상남도 합천군청,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,40,자연
정양레포츠공원,관광지,경상남도 합천군 대양면 동부로 39-13,35.55690191,128.1668052,055-930-4663,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,150,산책/휴식
정양늪생태공원,관광지,경상남도 합천군 대양면 대야로 730,35.55322772,128.162786,055-930-3343,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,30,자연
해인사 소리길,관광지,경상남도 합천군 가야면 가야산로 1160,35.76749785,128.1365362,055-930-8000,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,200,기타
신소양체육공원,관광지,,35.580901,128.170251,055-930-3544,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,400,산책/휴식
삽교호관광지,관광지,충청남도 당진시 신평면 삽교천3길 100,36.88890544,126.8247541,041-350-3601,충청남도 당진시청,공중화장실+테마과학관+근린공원,정보없음,정보없음,정보없음,정보없음,정보없음,728,기타
왜목마을관광지,관광지,충청남도 당진시 석문면 왜목길 15-5,37.04493276,126.5246154,041-350-3601,충청남도 당진시청,공중화장실+공연장+전망대,정보없음,정보없음,정보없음,정보없음,정보없음,150,전통
김포평화누리길 1코스,관광지,,37.6535376,126.5533799,031-980-5108,경기도 김포시청,대곶면행정복지센터,"약암홍염천 관광호텔, 덕포진 누리마을 캠핑장",정보없음,"김포 함상공원, 덕포진",정보없음,김포시 관광안내소,0,기타
김포평화누리길 2코스,관광지,,37.73869766,126.5484911,031-980-5108,경기도 김포시청,월곶면행정복지센터,조강276(평화의 길 거점센터),정보없음,"문수산성, 애기봉 평화 생태공원",정보없음,정보없음,0,기타
김포평화누리길 3코스,관광지,,37.70077831,126.6622045,031-980-5108,경기도 김포시청,하성면행정복지센터,정보없음,정보없음,전류리 포구,정보없음,정보없음,0,기타
김포 장릉,관광지,경기도 김포시 장릉로 79(풍무동),37.6107519,126.7126583,031-984-2897,문화재청 장릉관리소,"풍무동 주민센터,풍무동 홈플러스",장기동 아리수호텔,정보없음,정보없음,정보없음,정보없음,70,기타
